Product Name,Product URL,Product Price,Product Rating,Product Rating Count,ASIN,Manufacturer,Description
"ARTISTIX Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjQxNDAwOTU5MzEwNjU1OjE2OTc2NDExMjU6c3BfbXRmOjIwMTEyMTkxMzQwNjk4OjowOjo&url=%2FArtistix-Alpine-Laptop-Backpack-Business%2Fdp%2FB08SVV5HZY%2Fref%3Dsr_1_183_sspa%3Fkeywords%3DBags%26qid%3D1697641125%26sr%3D8-183-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,783",3.8 out of 5 stars,"5,625",Durant International,12 January 2021,Not found
Gear Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan),https://www.amazon.in/Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_184?keywords=Bags&qid=1697641125&sr=8-184,985,4.2 out of 5 stars,"1,308",B0BTJ2T26W,Gear Merchandise Pvt Ltd,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality
"AirCase Office Sling Messenger Bag fits upto 14.1"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Blue",https://www.amazon.in/AirCase-C24-Messenger-Shoulder-Compartments/dp/B07Y3DB5YZ/ref=sr_1_185?keywords=Bags&qid=1697641125&sr=8-185,729,4.2 out of 5 stars,"1,340",Not found,Not found,Not found
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_186?keywords=Bags&qid=1697641125&sr=8-186,309,3.8 out of 5 stars,"2,612",Sfane,10 August 2018,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything. Big Compartment holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India."
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_187?keywords=Bags&qid=1697641125&sr=8-187,452,3.9 out of 5 stars,138,Not found,Not found,Not found
Shalimar Premium OXO - Biodegradable Garbage Bags 17 X 19 Inches (Small) 120 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,https://www.amazon.in/Shalimar-Premium-Garbage-Small-Rolls/dp/B07KT56WHT/ref=sr_1_188?keywords=Bags&qid=1697641125&sr=8-188,199,3.9 out of 5 stars,787,Not found,Not found,Not found
Good Friends Laptop Bag/Backpack for Boys Girls/Office School College Teens & Students Waterproof School Bag,https://www.amazon.in/Good-Friends-Backpack-Students-Waterproof/dp/B0BPF4QWV2/ref=sr_1_189?keywords=Bags&qid=1697641125&sr=8-189,494,3.6 out of 5 stars,16,B0BPF4QWV2,GOOD FRIENDS,"Adjustable padded shoulder straps and Handle, Spacious zippered compartments, Separate bottle pocket , The Roomy Compartments Capacity: 35 liters, weight: 0. 4.8 kg Dimensions: 48 cm x 33 cm x 20 cm A stylish bag that always looks as good as you do. Comfortable to carry without compromising on style/fashion. It is designed to be convenient, and has safe storage. Makes a standout addition to your collection One front pocket to hold essentials and a mesh stash pocket on one side to accommodate a drinking bottle and other accessories"
Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_190?keywords=Bags&qid=1697641125&sr=8-190,452,3.8 out of 5 stars,"2,000",Not found,Not found,Not found
"POLESTAR Bold 42 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",https://www.amazon.in/POLESTAR-Backpack-Compartment-Polyester-Warranty/dp/B0BMQ2HXYP/ref=sr_1_191?keywords=Bags&qid=1697641125&sr=8-191,729,4.0 out of 5 stars,176,POLESTAR,16 November 2022,Not found
"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags (Pear Green)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjQxNDAwOTU5MzEwNjU1OjE2OTc2NDExMjU6c3BfYnRmOjMwMDAxNjYxODE5NjMzMjo6MDo6&url=%2FZEBRONICS-Techshield-A3-Compartment-Backpacks%2Fdp%2FB0C6QX2BYB%2Fref%3Dsr_1_192_sspa%3Fkeywords%3DBags%26qid%3D1697641125%26sr%3D8-192-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,698,4.0 out of 5 stars,88,Not found,Not found,"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags"
"ZEBRONICS TECHSHIELD X4 with 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric College, Office Work and Mini Business Trip Travel Bags (Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjQxNDAwOTU5MzEwNjU1OjE2OTc2NDExMjU6c3BfYnRmOjMwMDAxNjYxODE5NjEzMjo6MDo6&url=%2FZEBRONICS-TECHSHIELD-X4-Compartment-Backpacks%2Fdp%2FB0C6MWSPV3%2Fref%3Dsr_1_193_sspa%3Fkeywords%3DBags%26qid%3D1697641125%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,557",4.3 out of 5 stars,501,Not found,Not found,"ZEBRONICS TECHSHIELD X4 with 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric College, Office Work and Mini Business Trip Travel Bags"
VISMIINTREND Fashion Leather Anti Theft Backpack Handbag Shoulder Purse Bag with Sling Belt for Women and Girls | Casual | Travel | College | Work | Laptop | Office | Birthday | Gift | Wife | Diwali,https://aax-eu.amazon.in/x/c/RBXMDLJoba6VaL96oZ8YOG0AAAGLQ0vZKgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCz9Bho/https://www.amazon.in/VISMIINTREND%C2%AE-Backpack-Fashion-Stylish-Tuitions/dp/B0832PKFDS/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B0832PKFDS&pd_rd_r=5a02556b-c198-42e9-8799-973beaddefe5&pd_rd_w=JPK8S&pd_rd_wg=ts4xQ&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=Q5GN74BNFKEHC278YEED&qid=1697641125&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-177-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"1,349",4.1 out of 5 stars,"1,497",B0832PKFDS,Beena IInternationals,Not found
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Aqua 35L, Unisex Bag",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM2NzExNTU3ODIyNjU1OjE2OTc2NDExMzE6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg0ODMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9HB5SYN%2Fref%3Dsr_1_193_sspa%3Fkeywords%3DBags%26qid%3D1697641131%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,999,4.0 out of 5 stars,301,B0C9HB5SYN,STRABO BAGS AND ACCESSORIES LLP,Not found
"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM2NzExNTU3ODIyNjU1OjE2OTc2NDExMzE6c3BfYXRmX25leHQ6MjAxNjE2MTAyNjQzOTg6OjA6Og&url=%2FSPENZ-BAGS-Backpack-Raincover-Mahogany-Brown%2Fdp%2FB0C3RN6QSC%2Fref%3Dsr_1_194_sspa%3Fkeywords%3DBags%26qid%3D1697641131%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,829,4.4 out of 5 stars,"9,278",B0C3RN6QSC,Spenz Bags,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment."
Gear Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan),https://www.amazon.in/Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_195?keywords=Bags&qid=1697641131&sr=8-195,985,4.1 out of 5 stars,611,B0BTJ2T26W,Gear Merchandise Pvt Ltd,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality
Ezee Black Large Garbage Bags 30 Pcs | 24 x 32 Inch | 15 Pcs x Pack of 2 | Dustbin Trash Bag,https://www.amazon.in/Ezee-Garbage-Bag-Pieces-Medium/dp/B06VX7PDXC/ref=sr_1_196?keywords=Bags&qid=1697641131&sr=8-196,119,5.0 out of 5 stars,7,Not found,Not found,Not found
Gear CarryOn 16L Foldable Water Resistant School Bag/Hiking Daypack/Backpack/College Bag for Men/Women (Black-Orange),https://www.amazon.in/Black-Orange-Casual-Backpack-BKPCARYON0106/dp/B019HA8AQO/ref=sr_1_197?keywords=Bags&qid=1697641131&sr=8-197,229,3.7 out of 5 stars,9,Gear Merchandise PVT LTD,17 December 2015,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality."
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_193?keywords=Bags&qid=1697641131&sr=8-193,739,4.3 out of 5 stars,"1,818",Uber Fashion Merchandise Pvt. Ltd.,19 December 2017,"Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality."
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_194?keywords=Bags&qid=1697641131&sr=8-194,309,3.3 out of 5 stars,44,Sfane,10 August 2018,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything. Big Compartment holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India."
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,https://www.amazon.in/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_195?keywords=Bags&qid=1697641131&sr=8-195,339,4.3 out of 5 stars,329,Rushi Enterprise,28 August 2018,Not found
NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,https://www.amazon.in/NORTH-ZONE-Northzone-Business-Messenger/dp/B0C555LQF4/ref=sr_1_196?keywords=Bags&qid=1697641131&sr=8-196,249,4.1 out of 5 stars,"1,497",B0C555LQF4,SHABA BAGS,Northzone Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_197?keywords=Bags&qid=1697641131&sr=8-197,440,4.0 out of 5 stars,301,Not found,Not found,Not found
Swiss Military Combo Pack of Hard-Sided Laptop Roller Case and Laptop Backpack | Grey | 33 Liters | Light Weight & Glossy Finish | Model: LTB8 and LBP88,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM2NzExNTU3ODIyNjU1OjE2OTc2NDExMzE6c3BfbXRmOjIwMTI2NzE1Mjk3NTk4OjowOjo&url=%2FSwiss-Military-Backpack-Trolley-Textured%2Fdp%2FB0BSLN3J82%2Fref%3Dsr_1_198_sspa%3Fkeywords%3DBags%26qid%3D1697641131%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA9XP90DC1X0F8,"4,699",4.4 out of 5 stars,"9,278",B0BSLN3J82,"SWISS MILITARY CONSUMER GOODS LIMITED, W-39, OKHLA INDUSTRIAL AREADelhi , DELHI - 110020",Swiss Military Grey Textured Hard-Sided Overnighter Trolley Bag And Backpack cum Sling Bag
"Dzire Denim Extra-Large Carry on Vintage Backpack, Canvas Jumbo Daypack Travel/Camping Jeans Laptop Bag For Men/Women.(45L)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM2NzExNTU3ODIyNjU1OjE2OTc2NDExMzE6c3BfbXRmOjMwMDA0NjY5OTA2NjkzMjo6MDo6&url=%2FExtra-Large-Vintage-Backpack-Daypack-Camping%2Fdp%2FB0BRQ1BP3Y%2Fref%3Dsr_1_199_sspa%3Fkeywords%3DBags%26qid%3D1697641131%26sr%3D8-199-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,199",4.1 out of 5 stars,611,Denim-A,B0BRQ1BP3Y,"A sporty versatile trendy backpack from DZIRE BAGS, made of Denim material. It has 6 compartments out of 2 are main for Books, Laptop, Files, Luggage and anything else you need in your Personal item. And you'll find other 4 small compartments for little stuff such as Lunch Box, Compass Box, Wallet, ID, Passport, Earplugs, Glasses, Contacts, Keys, and Medicines, and one side pocket for Water Bottle. It has Mesh Padding on the back panel which make you feel comfortable, even on a hot days. It has adjustable thicken padded shoulder straps to reduce the press on your shoulder and make you feel more comfortable. Convenient for School, College, Laptop, Daypack, Travelling, Camping, Running, Cycling, Night stay with friends and so more."
"POLESTAR Bold 42 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",https://www.amazon.in/POLESTAR-Backpack-Compartment-Polyester-Warranty/dp/B0BMQ2HXYP/ref=sr_1_200?keywords=Bags&qid=1697641131&sr=8-200,729,3.9 out of 5 stars,245,POLESTAR,16 November 2022,Not found
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_201?keywords=Bags&qid=1697641131&sr=8-201,349,4.0 out of 5 stars,144,B0C2D3YR7T,Tabelito Trade India,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."
Wesley Zenith 16 inch Anti-Theft Backpack with USB Charging Executive Business Office Casual Waterproof Laptop/Office/School/College/Business Bag/Travel Backpack,https://www.amazon.in/Wesley-Anti-Theft-backpack-Executive-Waterproof/dp/B08K7PCPJV/ref=sr_1_202?keywords=Bags&qid=1697641131&sr=8-202,799,3.8 out of 5 stars,15,Not found,Not found,"GREAT GIFT CHOICE The great graduation gifts for college students, high school students, and middle school students Practical gifts ideas for men and women as Valentine's Day Gifts/Anniversary gifts Special day gift for him or her, for your husband / wife / lover / son / daughter / father/mother/friends as Thanks giving Day gifts, Christmas gifts, Birthday gifts for men women As Everyday backpack, Work backpack, Study bookbag, Xl backpack, Business laptop backpack for men women adult teens or daily use at anywhere. How does the Travel Laptop Backpack [Fit 16 Inch Laptop] with multi functional pockets make the stuff organized ? Padded Laptop Compartment: TSA-friendly designed, shockproof padded sleeve compartment fits laptop up to 16 inch * Main Compartment: clothes, travel accessories, books, binders, tech electronic accessories, shoes,etc * Front Easy Access Zippered pockets[ includes divider small pockets ] * Side adjustable net pockets for your compact umbrella and small accessories like bus traffic card * Water bottle pockets: Two mesh pockets on each side fit bottle * Exterior usb port * Top headphone hole. AIRFLOW BACK and LUGGAGE DESIGN With Back U-shaped three-dimensional ventilation design help for the air convection, ventilation, and heat elimination. A luggage strap allows this travel backpack hook to luggage/suitcase. College School Backpack Your Best Choice for the SCHOOL GRADUATION GIFTS and BACK TO SCHOOL supplies. It can be served as a high school backpack for men women, xl backpacks, college bookbags backpack or high school student backpack bag. Spacious Compartment could make your school supplies tidy and organized [ like a laptop, Book, folder, Pencil case, pocketbook, keyboard, mouse and phone charger cable, etc Travel Backpack Perfect for occasional international Travel / Weekend short trip getaways / Airplane travel / Outdoor Hiking Camping Backpack for men women / overnight backpack with the large capacity USB charging backpack"
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)",https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_203?keywords=Bags&qid=1697641131&sr=8-203,"1,599",4.7 out of 5 stars,27,Not found,Not found,Not found
Gear ECO1 24L Medium Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Grey-Black-Yellow),https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_204?keywords=Bags&qid=1697641131&sr=8-204,759,4.4 out of 5 stars,"1,437",Gear Merchandise PVT LTD,27 July 2015,Three main compartments one front smaller compartment bottle holder mesh embedded organizer heavily padded sleeve which fits laptop padded grab handle.
WildHorn Laptop Backpack for Men/Women I Waterproof I Travel/Business/College Bookbags Fit 15.6 Inch Laptop,https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Bookbags/dp/B09P2RP9TG/ref=sr_1_205?keywords=Bags&qid=1697641131&sr=8-205,799,3.9 out of 5 stars,"1,323",B09P2RP9TG,WildHorn,Not found
"amazon basics PlasticVacuum Compression Storage Bags With Hand Pump - 6-Pack (2 Jumbo, 2 Large, 2 Medium)",https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RP7WHHY/ref=sr_1_206?keywords=Bags&qid=1697641131&sr=8-206,749,4.2 out of 5 stars,70,Not found,Not found,Not found
Cross Training 22L Medium Water Resistant Travel Duffle Bag/Gym Bag for Men/Women (Khaki Camo),https://www.amazon.in/Gear-Training-Travel-Duffel-DUFCRSTNG4314/dp/B098FG3GVX/ref=sr_1_207?keywords=Bags&qid=1697641131&sr=8-207,445,4.0 out of 5 stars,860,B098FG3GVX,Gear Merchandise Pvt Ltd,"The Cross Training Duffel from Gear is the optimum solution for an all-purpose duffel bag - whether its the gym, that weekend travel, the training field or the sports arena. Every Gear Bag is tested in real world conditions and crafted with user insights to achieve optimum functionality."
"ZEBRONICS TECHSHIELD X1 15.6"", Volume 32L Liter, 3 Compartment Office and College Bags, Polyester Casual Daypacks, Laptop Backpacks(Black)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM2NzExNTU3ODIyNjU1OjE2OTc2NDExMzE6c3BfYnRmOjMwMDAxNjYxODE5NTYzMjo6MDo6&url=%2FZEBRONICS-TECHSHIELD-X1-Compartment-Polyester%2Fdp%2FB0C6KX3LKJ%2Fref%3Dsr_1_208_sspa%3Fkeywords%3DBags%26qid%3D1697641131%26sr%3D8-208-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,024",3.9 out of 5 stars,295,Not found,Not found,"ZEBRONICS TECHSHIELD X1 15.6"", Volume 32L Liter, 3 Compartment Office and College Bags, Polyester Casual Daypacks, Laptop Backpacks"
